ID,Grupo,Área,"Nombre del
Activo",Descripción del Activo,Formato,Serie / Subserie,El activo de información está relacionado con el manejo de recursos de origen gubernamental,"Idioma de la información
(o tecnología asociada)","Fecha de generación del
activo de información",Fecha de determinación de clasificación de sensibilidad (y transparencia),Fecha de última revisión y actualización,Duración (años) status de clasificado o reservado,Dias transcurridos desde la última revisión,"Propietario (responsable) del activo 
(área o cargo)","Custodio del
Activo",Localización del Activo,Plazo de la Clasificacion o la Reserva
333,VP Operaciones,Dirección de Aplicaciones y proyectos,Registro De Pruebas,Registro de evidencia  de la ejecución de pruebas,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de aplicaciones y proyectos,Dirección de aplicaciones y proyectos,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=2703318&objAction=browse&viewType=1,Maximo que determine la ley
335,VP Operaciones,Jefatura de Operación y soporte TI,Inventario De Hardware,Inventario De Hardware de la FDN,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Operación y Soporte TI,Jefatura de Operación y Soporte TI,GLPI,Maximo que determine la ley
336,VP Operaciones,Jefatura de Operación y soporte TI,Inventario De Software,Inventario De Software de la FDN,Xls,No Relacionado,No,Español/Ingles,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Operación y Soporte TI,Jefatura de Operación y Soporte TI,GLPI,Maximo que determine la ley
337,VP Operaciones,Jefatura de Operación y soporte TI,Matriz De Control De Navegación,Matriz donde se tipifican los perfiles de navegación de los usuarios de la FDN,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Operación y Soporte TI,Jefatura de Operación y Soporte TI,Fileserver: \\FDNFS\Tecnologia\Sistemas,Maximo que determine la ley
339,VP Operaciones,Jefatura de Operación y soporte TI,Diagramas De Redes,Topologia De Redes de la FDN,PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Operación y Soporte TI,Jefatura de Operación y Soporte TI,Fileserver:\\FDNFS\Tecnologia\Sistemas,Maximo que determine la ley
340,VP Operaciones,Jefatura de Operación y soporte TI,Documentación de Jefatura de Operación y soporte TI,"Lineamientos, manuales, procedimientos, formatos, guias y demás documentación asociada al proceso de Jefatura de Operación y Soporte TI",Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Tecnología De Información,Gestión De Tecnología De Información,Fileserver,Maximo que determine la ley
341,VP Operaciones,Jefatura de Operación y soporte TI,Inventario De Credenciales,Reporte Generado Por La Herramienta Bitwarden,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Tecnología De Información,Gestión De Tecnología De Información,Fileserver,Maximo que determine la ley
342,Vp Financiera y de Tesorería,Gerencia de Tesorería,Ayudas de memoria Comité Técnico De Tesorería,Contiene Las Memorias Del Comité Tecnico De Tesorería,Docx / PDF,Actas / Actas De Comité Técnico De Tesorería,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,"Fileserver: \\Fdnfs\Tesoreria\Comite Tecnico Tesoreria
Pegaso: Gestión de tesoreria\ Comité tecnico de tesoreria",Maximo que determine la ley
343,Vp Financiera y de Tesorería,Gerencia de Tesorería,Cálculo Rentabilidad,Es El Archivo De Excel En El Cual Se Realiza El Seguimiento A Los Ingresos Y Saldos De Los Activos De Los Protafolios De Tesorería Y A Partir De Ellos Se Calcula La Rentabilidad De Cada Portafolio,Xls,Portafolios / Portafolios Fdn,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,"Fileserver: \\Fdnfs\Tesoreria\Portafolio\Calculo Rentabilidad
Pegaso: Gestión de tesoreria\Portafolios FDN\Calculo de Rentabilidad",Maximo que determine la ley
344,Vp Financiera y de Tesorería,Gerencia de Tesorería,FR-GT-02-V0 Formato flujo de caja,"Caracterización Diaria De La Distribución De Liquidez Bajo Admin De Tesorería; Reposan Los Saldos De Las Cuentas, Y Los Movimientos Y Las Tasas De Remuneración De Las Mismas",Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,Fileserver: \\Fdnfs\Tesoreria\Portafolio\Flujo de Caja,Maximo que determine la ley
345,Vp Financiera y de Tesorería,Gerencia de Tesorería,Resumen Portafolios FDN 2023,Caracterización De La Composición Diaria De Los Portafolios Bajo Admin De La Tesorería,Xls,Portafolios/Portafolios Fdn,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,Fileserver: \\Fdnfs\Tesoreria\Portafolio\Resumen Portafolios,Maximo que determine la ley
346,Vp Financiera y de Tesorería,Gerencia de Tesorería,Reunión Tesoreria,Presentaciónes en power point donde se revisa la estrategia y la tactica de la tesoreria,Pptx,Registros Reunión Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,"Fileserver: \\Fdnfs\Tesoreria\Portafolio\Reuniones semanales tesoreria\Presentaciones
Pegaso: Gestión de tesoreria\Reunion de Tesoreria",Maximo que determine la ley
347,VP Juridica,Gestión legal,Acciones De Tutela,Acciones De Tutela,Docx / PDF,Acciones Constitucionales / Acciones De Tutela,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Vicepresidencia Juridica Y Secretaria General,Fileserver,Maximo que determine la ley
348,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Actas De Comité De revelación de informacíón,Contienen las decisiones para revelar la información relevante al mercado de valores.,Docx / PDF,Actas/Actas De Comité Revelación De Información,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Jurídica de Asuntos Corporativos,Dirección Jurídica de Asuntos Corporativos,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=9630667&objAction=browse&viewType=1
Fileserver: \\FDNFS\Juridica\Gobierno Corporativo (NC)\3. Comité de Revelación de Información",Maximo que determine la ley
349,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Actas Comités Y Junta Directiva,Actas Comités Y Junta Directiva,Docx / PDF,Actas / Actas Junta Directiva,Si,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Vicepresidencia Juridica Y Secretaria General,"Diligent
Libros fisicos 
Fileserver: \\FDNFS\Juridica\Gobierno Corporativo (NC)\2. Actas FDN
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1938098&objAction=browse&viewType=1",Maximo que determine la ley
350,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Actas De Asamblea General,Actas De Asamblea General,Docx / PDF,Actas / Actas De Asamblea General,Si,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Vicepresidencia Juridica Y Secretaria General,"Libros fisicos 
Fileserver: \\FDNFS\Juridica\1. Juntas Directivas- Comités -AGAs\1 Asambleas
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1938098&objAction=browse&viewType=1",Maximo que determine la ley
351,Vp Jurídica y Secretaría General,Dirección Jurídica de Estructuración y Banca de Inversión,Ekogui,Aplicación web  de la Agencia Nacional de defensa jurídica del Estado (ANDJE) Existencia Y Situación De Los Litigios De La FDN,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Agencia Nacional de defensa jurídica del Estado (ANDJE),https://ekogui.defensajuridica.gov.co/Pages/inicio_bop.aspx,Maximo que determine la ley
352,VP Juridica,Gestión legal,Bancos/Cuartos De Datos De Asesoría Jurídica,Información Específica De Asuntos Jurídicos,Xls /Docx /PDF,Conceptos / Conceptos Jurídicos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Vp Jurídica y Secretaría General,Fileserver,Maximo que determine la ley
354,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Requerimientos de autoridad,"Requerimientos de SFC, Contraloría, Procuraduría y demás Organismos de Supervisión y control",Docx / PDF/eml,Derechos De Petición,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Vp Jurídica y Secretaría General,Fileserver,Maximo que determine la ley
355,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Dilligent Boards,Plataforma repositorio para miembros de Junta (Información De Juntas y Comités; Consulta De Auditoría),Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Diligent boards,https://director.diligentboards.com/,Maximo que determine la ley
356,VP Juridica,Gestión legal,Intralinks (Sistema),Documentos De Transacción (Data Room),Docx / PDF,Proyectos / Proyectos De Financiación,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Legal,Gestión Legal,Fileserver,Maximo que determine la ley
357,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Aprobaciones De Junta,Resumen De Actas y tareas (preparatorios para las siguientes sesiones),Docx / PDF,Actas / Actas Junta Directiva,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Jurídica de Asuntos Corporativos,Dirección Jurídica de Asuntos Corporativos,\\FDNFS\Juridica\1. Juntas Directivas- Comités -AGAs\2 Juntas Directivas,Maximo que determine la ley
358,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Control De Contratos,Registro De Contratos Y Sus Datos (Proveedor) Con Numeración,Docx / PDF,Contratos,Si,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Vicepresidencia Juridica Y Secretaria General,\\FDNFS\Juridica\Carpetas y documentos por clasificar\2. CONTRATOS  FDN,Maximo que determine la ley
359,VP Juridica,Gestión legal,Memorando De Entendimiento,Fileserver,Xls /Docx /PDF,Contratos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Legal,Gestión Legal,Fileserver,Maximo que determine la ley
360,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Módulo De Posesiones Superfinanciera,Registro Posesiones (Hv) Que Requiere Posesión,Software,Informes / Informes Entes Control Y Vigilancia,Si,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,SFC,https://www.superfinanciera.gov.co/inicio/industrias-supervisadas/interes-del-vigilado/tramites/tramites-en-linea-y-remision-de-informacion-10100576,Maximo que determine la ley
363,Vp Jurídica y Secretaría General,Dirección Jurídica de Estructuración y Banca de Inversión,Procesos Judiciales,Expedientes de procesos Judiciales,Docx / PDF,Procesos Judiciales,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Vp Jurídica y Secretaría General,Pegaso,Maximo que determine la ley
364,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,RNAMV,Registro Nacional De Agentes Del Mercado De Valores,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Superintendencia Financiera de Colombia,https://www.superfinanciera.gov.co/agentesdelmercadodevalores/,Maximo que determine la ley
365,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,SIREC,Información Societaria (Minhacienda Accionista),Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Ministerio de Hacienda,https://authapp.minhacienda.gov.co/account/signin?ReturnUrl=%2fissue%2fwsfed%3fwa%3dwsignin1.0%26wtrealm%3dhttp%253a%252f%252fsirec.minhacienda.gov.co%26wctx%3drm%253d0%2526id%253dpassive%2526ru%253d%25252f%26wct%3d2023-08-10T01%253a10%253a21Z&wa=wsignin1.0&wtrealm=http%3a%2f%2fsirec.minhacienda.gov.co&wctx=rm%3d0%26id%3dpassive%26ru%3d%252f&wct=2023-08-10T01%3a10%3a21Z,Maximo que determine la ley
366,VP Juridica,Gestión legal,Reporte Ans,Reporte De Niveles De Servicio (Con Base En Información Disponible En Pegaso),Docx / PDF,Informes / Informes A Otros Organismos Del Estado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión legal,Gestión legal,Fileserver,Maximo que determine la ley
367,Vp Jurídica y Secretaría General,Dirección Jurídica de Estructuración y Banca de Inversión,Gestión De Reportes De Abogados Y Asesores Externos,Gestión De Reportes De Abogados Y Asesores Externos,Docx / PDF,Instrumentos De Control,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Vp Jurídica y Secretaría General,Fileserver: \\FDNFS\Juridica\Carpetas y documentos por clasificar\15. Seguimiento Procesos Judiciales FDN\7. Procesos Judiciales Carpetas,Maximo que determine la ley
369,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Documentos Posesiones SFC,"Contiene Información Personal De Miembros De Junta,  Representantes Legales, Oficial De Cumplimiento, Defensor Del Consumidor Financiero",Docx / PDF,Instrumentos De Control,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General,Vicepresidencia Juridica Y Secretaria General,Pegaso,Maximo que determine la ley
371,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Anexos Junta Directiva,Documentos  anexos Junta Directiva,Docx / PDF,Instrumentos De Control,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión legal,Gestión legal,\\FDNFS\Juridica\1. Juntas Directivas- Comités -AGAs\2 Juntas Directivas,Maximo que determine la ley
372,Vp Jurídica y Secretaría General,Dirección Jurídica de Asuntos Corporativos,Anexos Asamblea General Accionistas,Documentos anexos Asamblea General de Accionistas,Docx / PDF,Instrumentos De Control,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión legal,Gestión legal,\\FDNFS\Juridica\1. Juntas Directivas- Comités -AGAs\1 Asambleas,Maximo que determine la ley
373,Vp Jurídica y Secretaría General,Dirección Jurídica de Estructuración y Banca de Inversión,Actas De Comité De Conciliación,Actas De Comité De Conciliación,Docx / PDF,Instrumentos De Control,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Jurídica y Secretaría General,Vp Jurídica y Secretaría General,Pegaso,Maximo que determine la ley
374,VP Operaciones,Dirección Operaciones,Arqueo Diario,Arqueo diario de inversiones por portafolio,Xlsx,Actas  / Actas De Arqueos De Títulos Valores,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Filserver: \\FDNFS\Tesoreria - BackOffice\Arqueos\AÑO 2023,Maximo que determine la ley
375,VP Operaciones,Dirección Operaciones,Sistema de Custodio internacional - Santander security services,Herramienta de consulta y operaciones para los titulos en moneda extranjera del portafolio de inversión,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gestión Operativa
Auditoría","Gestión Operativa
Auditoría",Fileserver,Maximo que determine la ley
376,VP Operaciones,Gestión operativa,Saldos Control,Control de la causación de las emisiones (bonos y CDT´s),Xlsx,Bonos Financieros,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria\BackOffice\Emision Bonos 2020-2021\Emision Bonos 2020 2021\Archivos Generales Proceso OK,Maximo que determine la ley
378,VP Operaciones,Dirección Operaciones,Portal Web Cámara De Riesgo Central De Contraparte,Herramienta de consulta y simulación de operaciones realizadas a través de la cámara de riesgo central de contraparte y administación de usuarios,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
379,VP Operaciones,Dirección Operaciones,Portal Web Superfinanciera para transmisión,Portal web para transmisión de informes regulatorios a la SFC,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
381,VP Operaciones,Gestión operativa,Debida Diligencia,Debida Diligencia,Docx / PDF,Informes / Informes De Debida Diligencia,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
382,VP Operaciones,Gestión operativa,planilla creditos2_2021_1,Informes De Cartera Comercial mensual,Xlsx,Informes / Informes De Cartera Comercial,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,"Fileserver: \\FDNFS\Tesoreria\BackOffice\Nicolas\CARTERA\CIERRES
Pegaso: #PEGASO  Vicepresidencia de Op, TI...  Gestión de Operaciones  01 Activos y Pasivos  04 Cartera  Cierres",Maximo que determine la ley
383,VP Operaciones,Dirección Operaciones,MEC (Mercado Electrónico Colombiano),Equipo de computo para la conexión a la herramienta  MEC Complementación y Cumplimiento De Las Operaciones de la Bolsa de Valores,Hardware,No Aplica: Hardware,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,VP Operaciones,VP Operaciones,Fileserver,Maximo que determine la ley
384,VP Operaciones,Gestión operativa,Operaciones / Soportes de operaciones de tesoreria.,"Soportes generados de las negociaciones, Tickets de bolsa, PORFIN, comprobantes de ingreso o egreso.",Xls /Docx /PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
385,VP Operaciones,Gestión operativa,Proceso Activos (Cartera),"Cuentas de cobro, capital, intereses o comisiones de los contratos de credito",PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
386,VP Operaciones,Dirección Operaciones,Diario,"consolidado diario de los movimientos de las cuentas bancarias de la FDN, patrimonios y terceros",Xlsx,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Movimientos Cuentas Bancarias\2023,Maximo que determine la ley
387,VP Operaciones,Gestión operativa,Operaciones / Proceso De Pagos,Registros y/o formatos de solicitud de pagos remitdo por la Dirección de Adminstrativa,Xls /Docx /PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
388,VP Operaciones,Gestión operativa,Operaciones / Proceso De Valoración De Portafolios (Validación Y Reportes Valoración Del Portafolio),Operaciones / Proceso De Valoración De Portafolios (Validación Y Reportes Valoración Del Portafolio),Xls /Docx /PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
389,VP Operaciones,Gestión operativa,Operaciones / Xl Validador Cartera (Macro),Operaciones / Xl Validador Cartera (Macro),Xls /Docx /PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
390,VP Operaciones,Gestión operativa,Operaciones / Y Pasivos (Obligaciones),"* Fondeo incluyendo emisiones de CTD, Bonos, creditos de redescuento y otros creditos.
*Leasing para Financiación de activos.",Xls /Docx /PDF,Registros Operaciones De Tesoreria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
391,VP Operaciones,Dirección Operaciones,PORFIN,"Aplicativo mediante el cual la Dirección de Operaciones hace el cumplimento, valoración de portafolios, generación de informes a la SFC",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gestión Operativa
VP Financiera
Tesorería
Auditoría","Gestión Operativa
VP Financiera
Tesorería
Auditoría",Fileserver,Maximo que determine la ley
392,VP Operaciones,Dirección Operaciones,Portal Web Banrep,Pagina web del Banco De La República para consultas,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
393,VP Operaciones,Dirección Operaciones,Portal Web DIAN,Pagina web de la DIAN para Transmitir Info Cambiaria,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Operativa,Gestión Operativa,Fileserver,Maximo que determine la ley
396,VP Operaciones,Gestión operativa,CXC 2020,Registros Cuentas De Cobro,Docx / PDF,Registros Cuentas De Cobro,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
397,VP Operaciones,Gestión operativa,Registros Obligaciones Financieras,Registros Obligaciones Financieras,Xls /Docx /PDF,Registros Obligaciones Financieras,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver,Maximo que determine la ley
398,VP Operaciones,Dirección Operaciones,WSEBRA (Sistema Electrónico Del Banco De La República),"Herramienta del Banco de la Republica donde se accede a aplicativos de operaciones de titulos y dinero con BanRep: CUD, DCV, GTA, Subastas",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión operativa,Gestión operativa,Fileserver,Maximo que determine la ley
399,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Actas De Comité De Archivo,Actas De Comité de archivo semestrales,Docx / PDF,Actas / Acta De Comité De Archivo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7947184&objAction=browse&viewType=1
Pegaso: Administración sistema...  02 Gestión de archivo /ACTAS",Maximo que determine la ley
401,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Comunicaciones Oficiales (Gestión De Correspondencia),Comunicaciones Oficiales pueden ser internas o externas,Docx / PDF,Comunicaciones Oficiales /Comunicaciones Oficiales internas y externas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=241796&objAction=browse&viewType=1
Pegaso: Administración sistema... 
01 Gestión de correspondencia",Maximo que determine la ley
403,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Cuadro De Clasificación Documental,Cuadro De Clasificación Documental,Xlsx/PDF,Instrumentos Archivísticos / Cuadro De Clasificación Documental,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7990916&objAction=browse&viewType=1
Pegaso:  Administración del sistem...  01 Administración sistema...  02 Gestión de archivo  INSTRUMENTOS ARCHIVISTICO... 
CCD Cuadros de Clasificación Documental",Maximo que determine la ley
404,VP Operaciones,Dirección de Arquitectura empresarial,Documentos de procesos FDN,"Manuales, procedimientos, guias, formatos, Políticas y demás documentación asociada a los procesos de la FDN",Docx / PDF/ Xls,Manuales / Manuales De Procesos/Procedimientos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dueño de cada Proceso,Dirección de Arquitectura empresarial,Pegaso\Vicepresidencia de Operaciones\Gestión por procesos\Documentos de los procesos,Maximo que determine la ley
405,VP Operaciones,Dirección de Arquitectura empresarial,Administración De Solicitudes,Registro de Solicitudes de procesos,Xls,Registros Aprobación De Procesos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Arquitectura empresarial,Dirección de Arquitectura empresarial,Fileserver: \\FDNFS\Publicaciones_Oficiales_FDN\4. GESTIÓN POR PROCESOS\4. GESTIÓN DE SOLICITUDES,Maximo que determine la ley
